product_id,supplier_name,origin_location,destination,quantity,dispatch_date,expected_date,actual_date,carrier_type,status,planned_transit_days,actual_transit_days,delay_days,is_delayed_target
PROD-757537,Nagoya Auto Parts,Nagoya Airport,Chennai Port,4130,11/25/2025 0:54,12/1/2025 0:54,12/8/2025 0:54,Sea Freight,Delayed,6,13,7,1
PROD-913239,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2411,8/2/2025 19:13,8/12/2025 19:13,8/15/2025 19:13,Air Cargo,Delayed,10,13,3,1
PROD-161859,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,4143,2/5/2026 7:14,2/12/2026 7:14,,Sea Freight,In-Transit,7,-1,0,0
PROD-819488,Nagoya Auto Parts,Tokyo Port,Chennai Port,757,7/8/2025 11:30,7/18/2025 11:30,7/17/2025 11:30,Sea Freight,Delivered,10,9,-1,0
PROD-355007,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,2148,5/31/2026 3:23,6/5/2026 3:23,6/4/2026 3:23,Air Cargo,Delivered,5,4,-1,0
PROD-416791,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,1731,1/24/2026 18:55,1/29/2026 18:55,2/4/2026 18:55,Air Cargo,Delayed,5,11,6,1
PROD-893140,Osaka Freight Corp,Osaka Port,Bengaluru Hub,445,2/3/2026 11:54,2/9/2026 11:54,2/9/2026 11:54,Express Road,Delivered,6,6,0,0
PROD-707115,Osaka Freight Corp,Yokohama Port,Chennai Port,526,10/9/2025 3:42,10/22/2025 3:42,10/21/2025 3:42,Express Road,Delivered,13,12,-1,0
PROD-398468,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,2361,4/21/2026 0:22,4/29/2026 0:22,4/29/2026 0:22,Express Road,Delivered,8,8,0,0
PROD-657246,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,3142,5/25/2026 15:20,5/31/2026 15:20,,Sea Freight,In-Transit,6,-1,0,0
PROD-796290,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,3012,2/28/2026 15:41,3/8/2026 15:41,3/12/2026 15:41,Express Road,Delayed,8,12,4,1
PROD-567296,Kyoto Tech Components,Osaka Port,Chennai Port,3693,12/6/2025 8:49,12/13/2025 8:49,12/13/2025 8:49,Express Road,Delivered,7,7,0,0
PROD-71744,Kyoto Tech Components,Osaka Port,Bengaluru Hub,4075,6/24/2025 6:16,7/2/2025 6:16,7/11/2025 6:16,Express Road,Delayed,8,17,9,1
PROD-717644,Kyoto Tech Components,Yokohama Port,Chennai Port,2751,9/4/2025 21:31,9/16/2025 21:31,9/14/2025 21:31,Express Road,Delivered,12,10,-2,0
PROD-238536,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,3781,5/13/2026 12:13,5/25/2026 12:13,5/23/2026 12:13,Air Cargo,Delivered,12,10,-2,0
PROD-455052,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,3082,3/10/2026 21:33,3/19/2026 21:33,,Express Road,In-Transit,9,-1,0,0
PROD-797305,Nagoya Auto Parts,Yokohama Port,Chennai Port,4617,6/3/2026 11:27,6/11/2026 11:27,6/11/2026 11:27,Sea Freight,Delivered,8,8,0,0
PROD-914965,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,458,1/28/2026 14:52,2/11/2026 14:52,2/10/2026 14:52,Sea Freight,Delivered,14,13,-1,0
PROD-174446,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,4777,7/17/2025 20:36,7/24/2025 20:36,7/24/2025 20:36,Express Road,Delivered,7,7,0,0
PROD-947308,Osaka Freight Corp,Tokyo Port,Chennai Port,1908,2/19/2026 15:02,3/2/2026 15:02,2/28/2026 15:02,Express Road,Delivered,11,9,-2,0
PROD-340131,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,3056,6/21/2025 17:20,6/27/2025 17:20,7/3/2025 17:20,Express Road,Delayed,6,12,6,1
PROD-307618,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,2589,3/28/2026 22:23,4/8/2026 22:23,4/6/2026 22:23,Sea Freight,Delivered,11,9,-2,0
PROD-451607,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1682,10/20/2025 1:47,10/28/2025 1:47,10/28/2025 1:47,Express Road,Delivered,8,8,0,0
PROD-556968,Nagoya Auto Parts,Tokyo Port,Chennai Port,3857,8/3/2025 7:37,8/18/2025 7:37,8/16/2025 7:37,Express Road,Delivered,15,13,-2,0
PROD-714919,Kyoto Tech Components,Nagoya Airport,Chennai Port,1395,11/8/2025 15:32,11/23/2025 15:32,11/23/2025 15:32,Express Road,Delivered,15,15,0,0
PROD-178240,Osaka Freight Corp,Osaka Port,Chennai Port,3627,3/27/2026 14:37,4/10/2026 14:37,4/9/2026 14:37,Express Road,Delivered,14,13,-1,0
PROD-639098,Nagoya Auto Parts,Osaka Port,Chennai Port,3806,8/14/2025 2:12,8/24/2025 2:12,8/22/2025 2:12,Air Cargo,Delivered,10,8,-2,0
PROD-649813,Tokyo Logistics Co,Yokohama Port,Chennai Port,153,4/25/2026 5:09,5/6/2026 5:09,5/9/2026 5:09,Air Cargo,Delayed,11,14,3,1
PROD-521841,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,409,2/15/2026 15:46,2/23/2026 15:46,,Air Cargo,In-Transit,8,-1,0,0
PROD-150069,Kyoto Tech Components,Yokohama Port,Chennai Port,2560,5/10/2026 13:13,5/20/2026 13:13,5/27/2026 13:13,Sea Freight,Delayed,10,17,7,1
PROD-668891,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,4099,9/3/2025 22:53,9/17/2025 22:53,9/17/2025 22:53,Express Road,Delivered,14,14,0,0
PROD-267729,Osaka Freight Corp,Tokyo Port,Chennai Port,742,9/11/2025 21:53,9/25/2025 21:53,9/25/2025 21:53,Sea Freight,Delivered,14,14,0,0
PROD-942573,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,3233,2/9/2026 16:57,2/19/2026 16:57,2/18/2026 16:57,Sea Freight,Delivered,10,9,-1,0
PROD-944986,Kyoto Tech Components,Osaka Port,Bengaluru Hub,1354,4/1/2026 0:48,4/10/2026 0:48,4/9/2026 0:48,Sea Freight,Delivered,9,8,-1,0
PROD-573149,Tokyo Logistics Co,Yokohama Port,Chennai Port,2473,9/24/2025 4:53,10/9/2025 4:53,10/8/2025 4:53,Air Cargo,Delivered,15,14,-1,0
PROD-463187,Tokyo Logistics Co,Nagoya Airport,Chennai Port,796,8/7/2025 20:21,8/14/2025 20:21,8/18/2025 20:21,Air Cargo,Delayed,7,11,4,1
PROD-616113,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,4096,5/22/2026 9:17,6/4/2026 9:17,6/2/2026 9:17,Air Cargo,Delivered,13,11,-2,0
PROD-444920,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,2281,9/28/2025 9:54,10/13/2025 9:54,10/11/2025 9:54,Air Cargo,Delivered,15,13,-2,0
PROD-479027,Nagoya Auto Parts,Nagoya Airport,Chennai Port,2953,2/18/2026 6:42,2/28/2026 6:42,2/26/2026 6:42,Sea Freight,Delivered,10,8,-2,0
PROD-208894,Osaka Freight Corp,Yokohama Port,Chennai Port,3722,4/15/2026 21:19,4/25/2026 21:19,,Express Road,In-Transit,10,-1,0,0
PROD-894787,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,1020,6/11/2026 3:51,6/18/2026 3:51,6/18/2026 3:51,Express Road,Delivered,7,7,0,0
PROD-248728,Osaka Freight Corp,Tokyo Port,Chennai Port,1011,12/4/2025 15:16,12/9/2025 15:16,12/7/2025 15:16,Air Cargo,Delivered,5,3,-2,0
PROD-376395,Kyoto Tech Components,Yokohama Port,Chennai Port,4595,10/28/2025 10:32,11/9/2025 10:32,11/8/2025 10:32,Air Cargo,Delivered,12,11,-1,0
PROD-733247,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,2192,1/7/2026 2:15,1/21/2026 2:15,1/21/2026 2:15,Sea Freight,Delivered,14,14,0,0
PROD-870357,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,645,9/26/2025 23:30,10/1/2025 23:30,9/29/2025 23:30,Air Cargo,Delivered,5,3,-2,0
PROD-287813,Tokyo Logistics Co,Tokyo Port,Chennai Port,3266,2/6/2026 13:28,2/21/2026 13:28,2/19/2026 13:28,Sea Freight,Delivered,15,13,-2,0
PROD-907088,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,1627,6/14/2025 2:34,6/25/2025 2:34,6/23/2025 2:34,Sea Freight,Delivered,11,9,-2,0
PROD-780841,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,4436,2/16/2026 15:08,3/1/2026 15:08,2/27/2026 15:08,Air Cargo,Delivered,13,11,-2,0
PROD-954851,Osaka Freight Corp,Osaka Port,Chennai Port,2576,6/1/2026 17:57,6/11/2026 17:57,6/9/2026 17:57,Sea Freight,Delivered,10,8,-2,0
PROD-520856,Nagoya Auto Parts,Tokyo Port,Chennai Port,1947,1/18/2026 15:12,1/31/2026 15:12,1/31/2026 15:12,Sea Freight,Delivered,13,13,0,0
PROD-946795,Nagoya Auto Parts,Yokohama Port,Chennai Port,2069,4/11/2026 8:03,4/21/2026 8:03,4/19/2026 8:03,Express Road,Delivered,10,8,-2,0
PROD-837665,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,1793,9/23/2025 16:17,9/30/2025 16:17,9/29/2025 16:17,Express Road,Delivered,7,6,-1,0
PROD-840886,Kyoto Tech Components,Osaka Port,Bengaluru Hub,3623,9/3/2025 4:45,9/10/2025 4:45,9/8/2025 4:45,Sea Freight,Delivered,7,5,-2,0
PROD-667542,Tokyo Logistics Co,Yokohama Port,Chennai Port,1292,10/17/2025 19:56,11/1/2025 19:56,11/1/2025 19:56,Express Road,Delivered,15,15,0,0
PROD-262801,Osaka Freight Corp,Nagoya Airport,Chennai Port,1344,8/19/2025 14:14,8/24/2025 14:14,8/23/2025 14:14,Sea Freight,Delivered,5,4,-1,0
PROD-755948,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,1991,2/13/2026 16:42,2/19/2026 16:42,2/22/2026 16:42,Express Road,Delayed,6,9,3,1
PROD-713928,Kyoto Tech Components,Nagoya Airport,Chennai Port,1607,3/18/2026 11:03,3/23/2026 11:03,3/21/2026 11:03,Air Cargo,Delivered,5,3,-2,0
PROD-658765,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,2310,4/13/2026 8:15,4/25/2026 8:15,4/25/2026 8:15,Air Cargo,Delivered,12,12,0,0
PROD-657937,Tokyo Logistics Co,Yokohama Port,Chennai Port,4113,7/16/2025 15:18,7/24/2025 15:18,7/24/2025 15:18,Express Road,Delivered,8,8,0,0
PROD-323939,Tokyo Logistics Co,Nagoya Airport,Chennai Port,3328,2/2/2026 5:15,2/12/2026 5:15,2/12/2026 5:15,Express Road,Delivered,10,10,0,0
PROD-34985,Tokyo Logistics Co,Tokyo Port,Chennai Port,3842,3/26/2026 4:21,4/9/2026 4:21,4/7/2026 4:21,Sea Freight,Delivered,14,12,-2,0
PROD-767934,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,1655,1/8/2026 19:59,1/16/2026 19:59,1/15/2026 19:59,Air Cargo,Delivered,8,7,-1,0
PROD-953813,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,3560,7/29/2025 3:30,8/10/2025 3:30,8/9/2025 3:30,Air Cargo,Delivered,12,11,-1,0
PROD-783790,Kyoto Tech Components,Nagoya Airport,Chennai Port,840,9/26/2025 22:27,10/10/2025 22:27,10/8/2025 22:27,Express Road,Delivered,14,12,-2,0
PROD-210548,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,1565,11/9/2025 21:47,11/22/2025 21:47,11/27/2025 21:47,Air Cargo,Delayed,13,18,5,1
PROD-565610,Tokyo Logistics Co,Osaka Port,Chennai Port,1443,7/29/2025 10:04,8/12/2025 10:04,8/12/2025 10:04,Express Road,Delivered,14,14,0,0
PROD-383629,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,3202,4/27/2026 6:25,5/3/2026 6:25,5/13/2026 6:25,Express Road,Delayed,6,16,10,1
PROD-957860,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,1565,12/22/2025 0:54,1/2/2026 0:54,1/7/2026 0:54,Express Road,Delayed,11,16,5,1
PROD-172537,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,1063,9/18/2025 16:29,9/23/2025 16:29,9/22/2025 16:29,Sea Freight,Delivered,5,4,-1,0
PROD-864749,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,4142,9/13/2025 0:07,9/21/2025 0:07,,Sea Freight,In-Transit,8,-1,0,0
PROD-845664,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,2104,5/22/2026 0:06,5/30/2026 0:06,5/29/2026 0:06,Express Road,Delivered,8,7,-1,0
PROD-912677,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,1314,9/26/2025 22:43,10/5/2025 22:43,10/3/2025 22:43,Sea Freight,Delivered,9,7,-2,0
PROD-120764,Osaka Freight Corp,Osaka Port,Bengaluru Hub,501,10/12/2025 20:41,10/27/2025 20:41,10/27/2025 20:41,Sea Freight,Delivered,15,15,0,0
PROD-78957,Kyoto Tech Components,Nagoya Airport,Chennai Port,393,11/29/2025 4:52,12/10/2025 4:52,12/10/2025 4:52,Sea Freight,Delivered,11,11,0,0
PROD-236574,Nagoya Auto Parts,Tokyo Port,Chennai Port,3956,8/1/2025 13:25,8/10/2025 13:25,8/9/2025 13:25,Sea Freight,Delivered,9,8,-1,0
PROD-759396,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,576,4/21/2026 7:22,4/27/2026 7:22,4/26/2026 7:22,Sea Freight,Delivered,6,5,-1,0
PROD-416716,Tokyo Logistics Co,Nagoya Airport,Chennai Port,3598,2/12/2026 11:16,2/26/2026 11:16,2/24/2026 11:16,Express Road,Delivered,14,12,-2,0
PROD-843671,Osaka Freight Corp,Yokohama Port,Chennai Port,4357,5/30/2026 10:26,6/9/2026 10:26,6/7/2026 10:26,Express Road,Delivered,10,8,-2,0
PROD-94689,Kyoto Tech Components,Osaka Port,Bengaluru Hub,112,12/31/2025 16:51,1/15/2026 16:51,1/15/2026 16:51,Sea Freight,Delivered,15,15,0,0
PROD-14594,Kyoto Tech Components,Nagoya Airport,Chennai Port,472,3/26/2026 22:31,3/31/2026 22:31,3/31/2026 22:31,Air Cargo,Delivered,5,5,0,0
PROD-129592,Kyoto Tech Components,Osaka Port,Chennai Port,655,9/15/2025 17:46,9/25/2025 17:46,9/23/2025 17:46,Air Cargo,Delivered,10,8,-2,0
PROD-705511,Tokyo Logistics Co,Osaka Port,Chennai Port,3344,11/24/2025 6:08,12/3/2025 6:08,12/2/2025 6:08,Express Road,Delivered,9,8,-1,0
PROD-274896,Kyoto Tech Components,Osaka Port,Chennai Port,4024,3/11/2026 17:14,3/25/2026 17:14,3/25/2026 17:14,Air Cargo,Delivered,14,14,0,0
PROD-862367,Nagoya Auto Parts,Osaka Port,Chennai Port,3491,1/10/2026 15:42,1/15/2026 15:42,1/14/2026 15:42,Express Road,Delivered,5,4,-1,0
PROD-389518,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,4830,1/30/2026 8:57,2/4/2026 8:57,2/3/2026 8:57,Express Road,Delivered,5,4,-1,0
PROD-245180,Kyoto Tech Components,Osaka Port,Bengaluru Hub,2878,7/20/2025 17:19,7/30/2025 17:19,7/29/2025 17:19,Air Cargo,Delivered,10,9,-1,0
PROD-649641,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,2625,11/30/2025 8:26,12/15/2025 8:26,12/15/2025 8:26,Express Road,Delivered,15,15,0,0
PROD-588678,Nagoya Auto Parts,Yokohama Port,Chennai Port,3802,4/30/2026 2:34,5/10/2026 2:34,5/9/2026 2:34,Air Cargo,Delivered,10,9,-1,0
PROD-639717,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,3735,10/8/2025 22:48,10/16/2025 22:48,10/16/2025 22:48,Express Road,Delivered,8,8,0,0
PROD-66287,Osaka Freight Corp,Nagoya Airport,Chennai Port,2781,8/31/2025 0:02,9/5/2025 0:02,9/3/2025 0:02,Sea Freight,Delivered,5,3,-2,0
PROD-486819,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,3863,1/29/2026 5:23,2/4/2026 5:23,2/2/2026 5:23,Air Cargo,Delivered,6,4,-2,0
PROD-316869,Tokyo Logistics Co,Osaka Port,Chennai Port,477,5/9/2026 7:03,5/22/2026 7:03,5/29/2026 7:03,Sea Freight,Delayed,13,20,7,1
PROD-122343,Osaka Freight Corp,Yokohama Port,Chennai Port,1742,2/3/2026 6:39,2/16/2026 6:39,2/14/2026 6:39,Sea Freight,Delivered,13,11,-2,0
PROD-992227,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,1390,8/1/2025 4:50,8/10/2025 4:50,8/9/2025 4:50,Air Cargo,Delivered,9,8,-1,0
PROD-516554,Osaka Freight Corp,Osaka Port,Chennai Port,1259,6/24/2025 17:46,6/30/2025 17:46,7/4/2025 17:46,Express Road,Delayed,6,10,4,1
PROD-246205,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,1165,7/23/2025 13:28,8/1/2025 13:28,8/1/2025 13:28,Sea Freight,Delivered,9,9,0,0
PROD-142254,Tokyo Logistics Co,Tokyo Port,Chennai Port,3310,5/1/2026 5:05,5/13/2026 5:05,5/13/2026 5:05,Sea Freight,Delivered,12,12,0,0
PROD-389033,Nagoya Auto Parts,Osaka Port,Chennai Port,2822,10/31/2025 2:21,11/14/2025 2:21,11/12/2025 2:21,Sea Freight,Delivered,14,12,-2,0
PROD-779238,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,3936,2/11/2026 0:54,2/26/2026 0:54,2/26/2026 0:54,Sea Freight,Delivered,15,15,0,0
PROD-566432,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,1933,2/20/2026 12:48,3/4/2026 12:48,3/2/2026 12:48,Sea Freight,Delivered,12,10,-2,0
PROD-778325,Osaka Freight Corp,Osaka Port,Chennai Port,4093,11/11/2025 5:33,11/25/2025 5:33,11/24/2025 5:33,Sea Freight,Delivered,14,13,-1,0
PROD-928423,Kyoto Tech Components,Osaka Port,Chennai Port,4807,3/3/2026 12:46,3/9/2026 12:46,3/8/2026 12:46,Sea Freight,Delivered,6,5,-1,0
PROD-103831,Tokyo Logistics Co,Osaka Port,Chennai Port,3383,11/9/2025 16:22,11/22/2025 16:22,11/26/2025 16:22,Express Road,Delayed,13,17,4,1
PROD-645558,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,2891,4/11/2026 15:32,4/22/2026 15:32,4/22/2026 15:32,Sea Freight,Delivered,11,11,0,0
PROD-997742,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,738,11/7/2025 5:02,11/21/2025 5:02,11/20/2025 5:02,Express Road,Delivered,14,13,-1,0
PROD-723811,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,3747,9/21/2025 7:43,10/5/2025 7:43,10/5/2025 7:43,Sea Freight,Delivered,14,14,0,0
PROD-464920,Nagoya Auto Parts,Osaka Port,Chennai Port,603,10/24/2025 11:33,11/2/2025 11:33,11/2/2025 11:33,Sea Freight,Delivered,9,9,0,0
PROD-247582,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,3810,11/20/2025 13:41,11/28/2025 13:41,11/26/2025 13:41,Express Road,Delivered,8,6,-2,0
PROD-104180,Kyoto Tech Components,Osaka Port,Chennai Port,4771,4/19/2026 14:15,4/28/2026 14:15,4/26/2026 14:15,Express Road,Delivered,9,7,-2,0
PROD-385178,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,4281,6/4/2026 10:09,6/13/2026 10:09,6/12/2026 10:09,Air Cargo,Delivered,9,8,-1,0
PROD-676149,Tokyo Logistics Co,Tokyo Port,Chennai Port,998,12/27/2025 0:14,1/3/2026 0:14,1/3/2026 0:14,Air Cargo,Delivered,7,7,0,0
PROD-417479,Osaka Freight Corp,Nagoya Airport,Chennai Port,3225,10/20/2025 3:38,10/25/2025 3:38,10/23/2025 3:38,Air Cargo,Delivered,5,3,-2,0
PROD-128093,Kyoto Tech Components,Nagoya Airport,Chennai Port,3517,9/19/2025 21:53,10/2/2025 21:53,10/2/2025 21:53,Sea Freight,Delivered,13,13,0,0
PROD-864226,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,1279,5/23/2026 18:23,6/1/2026 18:23,5/30/2026 18:23,Express Road,Delivered,9,7,-2,0
PROD-694963,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1572,11/24/2025 5:31,12/6/2025 5:31,12/6/2025 5:31,Air Cargo,Delivered,12,12,0,0
PROD-670556,Kyoto Tech Components,Yokohama Port,Chennai Port,160,8/27/2025 14:51,9/9/2025 14:51,9/8/2025 14:51,Express Road,Delivered,13,12,-1,0
PROD-22394,Osaka Freight Corp,Nagoya Airport,Chennai Port,374,1/15/2026 6:01,1/27/2026 6:01,1/27/2026 6:01,Sea Freight,Delivered,12,12,0,0
PROD-349709,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,4412,6/29/2025 14:56,7/13/2025 14:56,7/12/2025 14:56,Air Cargo,Delivered,14,13,-1,0
PROD-132040,Tokyo Logistics Co,Yokohama Port,Chennai Port,739,9/8/2025 2:39,9/20/2025 2:39,9/18/2025 2:39,Express Road,Delivered,12,10,-2,0
PROD-215173,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,3940,3/25/2026 14:03,4/9/2026 14:03,4/7/2026 14:03,Air Cargo,Delivered,15,13,-2,0
PROD-802325,Nagoya Auto Parts,Osaka Port,Chennai Port,2469,7/6/2025 5:00,7/19/2025 5:00,7/17/2025 5:00,Sea Freight,Delivered,13,11,-2,0
PROD-614867,Osaka Freight Corp,Tokyo Port,Chennai Port,4836,12/30/2025 13:38,1/4/2026 13:38,1/2/2026 13:38,Sea Freight,Delivered,5,3,-2,0
PROD-911941,Tokyo Logistics Co,Osaka Port,Chennai Port,775,8/29/2025 0:33,9/12/2025 0:33,9/19/2025 0:33,Sea Freight,Delayed,14,21,7,1
PROD-811984,Osaka Freight Corp,Osaka Port,Chennai Port,216,9/4/2025 5:59,9/17/2025 5:59,9/24/2025 5:59,Express Road,Delayed,13,20,7,1
PROD-944275,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,2240,8/4/2025 1:00,8/10/2025 1:00,8/8/2025 1:00,Express Road,Delivered,6,4,-2,0
PROD-290743,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,4978,1/14/2026 19:49,1/22/2026 19:49,1/20/2026 19:49,Sea Freight,Delivered,8,6,-2,0
PROD-151716,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1827,4/20/2026 16:10,5/2/2026 16:10,5/1/2026 16:10,Express Road,Delivered,12,11,-1,0
PROD-566456,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,3901,6/6/2026 20:00,6/16/2026 20:00,6/23/2026 20:00,Air Cargo,Delayed,10,17,7,1
PROD-182973,Kyoto Tech Components,Nagoya Airport,Chennai Port,3987,9/10/2025 16:45,9/22/2025 16:45,9/20/2025 16:45,Air Cargo,Delivered,12,10,-2,0
PROD-908536,Nagoya Auto Parts,Nagoya Airport,Chennai Port,4443,7/21/2025 7:10,7/28/2025 7:10,,Express Road,In-Transit,7,-1,0,0
PROD-15582,Nagoya Auto Parts,Osaka Port,Chennai Port,2314,6/20/2025 13:34,6/25/2025 13:34,7/3/2025 13:34,Air Cargo,Delayed,5,13,8,1
PROD-826730,Kyoto Tech Components,Yokohama Port,Chennai Port,1573,10/19/2025 23:51,10/25/2025 23:51,10/23/2025 23:51,Air Cargo,Delivered,6,4,-2,0
PROD-339498,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,4402,9/6/2025 1:14,9/19/2025 1:14,9/22/2025 1:14,Sea Freight,Delayed,13,16,3,1
PROD-278258,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,294,6/16/2025 21:55,7/1/2025 21:55,7/1/2025 21:55,Express Road,Delivered,15,15,0,0
PROD-777747,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,1164,6/30/2025 6:54,7/6/2025 6:54,7/12/2025 6:54,Air Cargo,Delayed,6,12,6,1
PROD-119169,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,2175,11/11/2025 21:37,11/26/2025 21:37,11/24/2025 21:37,Air Cargo,Delivered,15,13,-2,0
PROD-499380,Osaka Freight Corp,Nagoya Airport,Chennai Port,2208,3/10/2026 11:54,3/22/2026 11:54,3/22/2026 11:54,Sea Freight,Delivered,12,12,0,0
PROD-379625,Osaka Freight Corp,Tokyo Port,Chennai Port,2268,11/21/2025 21:03,11/27/2025 21:03,11/27/2025 21:03,Sea Freight,Delivered,6,6,0,0
PROD-114351,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1278,12/15/2025 14:30,12/27/2025 14:30,1/2/2026 14:30,Express Road,Delayed,12,18,6,1
PROD-232311,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,385,11/23/2025 5:45,12/4/2025 5:45,12/2/2025 5:45,Sea Freight,Delivered,11,9,-2,0
PROD-45471,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,107,5/22/2026 10:52,5/28/2026 10:52,5/27/2026 10:52,Sea Freight,Delivered,6,5,-1,0
PROD-952895,Nagoya Auto Parts,Tokyo Port,Chennai Port,4016,3/3/2026 18:25,3/18/2026 18:25,3/18/2026 18:25,Air Cargo,Delivered,15,15,0,0
PROD-546781,Tokyo Logistics Co,Nagoya Airport,Chennai Port,1092,4/23/2026 19:20,5/4/2026 19:20,5/4/2026 19:20,Express Road,Delivered,11,11,0,0
PROD-674591,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,842,9/29/2025 7:36,10/12/2025 7:36,10/11/2025 7:36,Air Cargo,Delivered,13,12,-1,0
PROD-63780,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,1546,5/29/2026 6:00,6/11/2026 6:00,6/10/2026 6:00,Express Road,Delivered,13,12,-1,0
PROD-888456,Nagoya Auto Parts,Tokyo Port,Chennai Port,4085,6/10/2026 20:57,6/15/2026 20:57,6/13/2026 20:57,Sea Freight,Delivered,5,3,-2,0
PROD-719425,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,4107,11/4/2025 20:04,11/19/2025 20:04,11/19/2025 20:04,Air Cargo,Delivered,15,15,0,0
PROD-747006,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,2879,7/20/2025 13:57,7/26/2025 13:57,7/24/2025 13:57,Sea Freight,Delivered,6,4,-2,0
PROD-77060,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,4846,5/9/2026 9:48,5/19/2026 9:48,5/19/2026 9:48,Sea Freight,Delivered,10,10,0,0
PROD-337758,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,2088,5/5/2026 14:20,5/11/2026 14:20,5/16/2026 14:20,Express Road,Delayed,6,11,5,1
PROD-68872,Osaka Freight Corp,Tokyo Port,Chennai Port,1498,1/19/2026 7:46,2/3/2026 7:46,2/8/2026 7:46,Express Road,Delayed,15,20,5,1
PROD-654644,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,3591,7/27/2025 5:45,8/2/2025 5:45,8/2/2025 5:45,Air Cargo,Delivered,6,6,0,0
PROD-574993,Kyoto Tech Components,Osaka Port,Bengaluru Hub,473,1/28/2026 8:59,2/12/2026 8:59,2/12/2026 8:59,Express Road,Delivered,15,15,0,0
PROD-399407,Nagoya Auto Parts,Yokohama Port,Chennai Port,4633,2/26/2026 6:08,3/5/2026 6:08,3/5/2026 6:08,Sea Freight,Delivered,7,7,0,0
