product_id,supplier_name,origin_location,destination,quantity,dispatch_date,expected_date,actual_date,carrier_type,status
PROD-466732,Osaka Freight Corp,Osaka Port,Bengaluru Hub,3059,5/5/2026 7:18,5/15/2026 7:18,5/14/2026 7:18,Express Road,Delivered
PROD-849884,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,3843,6/10/2026 7:27,6/21/2026 7:27,6/21/2026 7:27,Express Road,Delivered
PROD-886593,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,3118,2/15/2026 3:19,2/26/2026 3:19,NaT,Air Cargo,In-Transit
PROD-700280,Kyoto Tech Components,Tokyo Port,Chennai Port,236,6/6/2026 9:46,6/20/2026 9:46,6/19/2026 9:46,Express Road,Delivered
PROD-68093,Nagoya Auto Parts,Yokohama Port,Chennai Port,3378,10/15/2025 23:08,10/25/2025 23:08,10/23/2025 23:08,Express Road,Delivered
PROD-304466,Nagoya Auto Parts,Tokyo Port,Chennai Port,2507,12/28/2025 22:50,1/11/2026 22:50,1/10/2026 22:50,Express Road,Delivered
PROD-892717,Tokyo Logistics Co,Yokohama Port,Chennai Port,813,5/2/2026 14:54,5/10/2026 14:54,5/8/2026 14:54,Air Cargo,Delivered
PROD-744031,Nagoya Auto Parts,Tokyo Port,Chennai Port,4529,8/7/2025 14:21,8/22/2025 14:21,8/21/2025 14:21,Sea Freight,Delivered
PROD-668676,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,1412,5/15/2026 18:24,5/23/2026 18:24,5/21/2026 18:24,Air Cargo,Delivered
PROD-379052,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,4478,8/13/2025 15:44,8/24/2025 15:44,8/24/2025 15:44,Express Road,Delivered
PROD-127257,Tokyo Logistics Co,Osaka Port,Chennai Port,3226,12/13/2025 21:19,12/25/2025 21:19,1/2/2026 21:19,Express Road,Delayed
PROD-830541,Kyoto Tech Components,Osaka Port,Bengaluru Hub,2483,6/5/2026 21:08,6/20/2026 21:08,6/19/2026 21:08,Sea Freight,Delivered
PROD-828766,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,2667,7/31/2025 19:03,8/6/2025 19:03,8/12/2025 19:03,Air Cargo,Delayed
PROD-378427,Kyoto Tech Components,Nagoya Airport,Chennai Port,2718,12/8/2025 12:10,12/22/2025 12:10,12/21/2025 12:10,Air Cargo,Delivered
PROD-386831,Kyoto Tech Components,Tokyo Port,Chennai Port,175,12/30/2025 10:07,1/14/2026 10:07,1/14/2026 10:07,Express Road,Delivered
PROD-578443,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,2421,11/28/2025 18:52,12/10/2025 18:52,12/9/2025 18:52,Sea Freight,Delivered
PROD-927199,Osaka Freight Corp,Osaka Port,Bengaluru Hub,2340,7/28/2025 11:14,8/12/2025 11:14,NaT,Express Road,In-Transit
PROD-324314,Nagoya Auto Parts,Tokyo Port,Chennai Port,1350,7/12/2025 13:26,7/26/2025 13:26,7/26/2025 13:26,Express Road,Delivered
PROD-751759,Tokyo Logistics Co,Yokohama Port,Chennai Port,3309,11/3/2025 11:52,11/11/2025 11:52,11/11/2025 11:52,Air Cargo,Delivered
PROD-551231,Nagoya Auto Parts,Osaka Port,Chennai Port,3978,2/28/2026 15:08,3/15/2026 15:08,3/15/2026 15:08,Air Cargo,Delivered
PROD-429322,Osaka Freight Corp,Yokohama Port,Chennai Port,897,11/8/2025 2:38,11/19/2025 2:38,11/17/2025 2:38,Sea Freight,Delivered
PROD-77333,Tokyo Logistics Co,Osaka Port,Chennai Port,1440,4/7/2026 18:53,4/17/2026 18:53,4/15/2026 18:53,Express Road,Delivered
PROD-332427,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,1702,7/26/2025 20:17,8/2/2025 20:17,8/1/2025 20:17,Express Road,Delivered
PROD-471832,Kyoto Tech Components,Nagoya Airport,Chennai Port,1478,1/31/2026 16:17,2/15/2026 16:17,2/19/2026 16:17,Sea Freight,Delayed
PROD-542491,Tokyo Logistics Co,Tokyo Port,Chennai Port,4961,11/28/2025 5:05,12/4/2025 5:05,12/3/2025 5:05,Air Cargo,Delivered
PROD-920607,Tokyo Logistics Co,Yokohama Port,Chennai Port,4102,10/14/2025 21:38,10/21/2025 21:38,10/20/2025 21:38,Air Cargo,Delivered
PROD-578083,Tokyo Logistics Co,Nagoya Airport,Chennai Port,2354,4/9/2026 20:59,4/23/2026 20:59,4/21/2026 20:59,Express Road,Delivered
PROD-190802,Tokyo Logistics Co,Tokyo Port,Chennai Port,4275,1/30/2026 17:58,2/14/2026 17:58,2/14/2026 17:58,Sea Freight,Delivered
PROD-135300,Tokyo Logistics Co,Yokohama Port,Chennai Port,4066,3/18/2026 11:53,3/23/2026 11:53,3/21/2026 11:53,Express Road,Delivered
PROD-954951,Tokyo Logistics Co,Yokohama Port,Chennai Port,261,11/16/2025 1:55,11/27/2025 1:55,11/27/2025 1:55,Air Cargo,Delivered
PROD-871776,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,1580,4/24/2026 4:14,5/7/2026 4:14,5/5/2026 4:14,Express Road,Delivered
PROD-160448,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,4811,7/26/2025 10:04,8/2/2025 10:04,8/12/2025 10:04,Sea Freight,Delayed
PROD-169834,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,4246,9/30/2025 3:35,10/15/2025 3:35,10/22/2025 3:35,Air Cargo,Delayed
PROD-743788,Tokyo Logistics Co,Yokohama Port,Chennai Port,478,10/6/2025 22:04,10/16/2025 22:04,10/16/2025 22:04,Express Road,Delivered
PROD-993508,Nagoya Auto Parts,Osaka Port,Chennai Port,4509,9/1/2025 10:07,9/10/2025 10:07,9/9/2025 10:07,Express Road,Delivered
PROD-938397,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,1260,5/20/2026 17:26,5/28/2026 17:26,5/26/2026 17:26,Air Cargo,Delivered
PROD-82690,Osaka Freight Corp,Osaka Port,Bengaluru Hub,3557,9/22/2025 19:36,9/30/2025 19:36,9/28/2025 19:36,Sea Freight,Delivered
PROD-665905,Kyoto Tech Components,Nagoya Airport,Chennai Port,782,9/10/2025 14:26,9/23/2025 14:26,9/22/2025 14:26,Air Cargo,Delivered
PROD-287782,Kyoto Tech Components,Tokyo Port,Chennai Port,1678,5/26/2026 8:51,6/10/2026 8:51,6/8/2026 8:51,Express Road,Delivered
PROD-317534,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,2691,7/26/2025 18:54,8/5/2025 18:54,8/3/2025 18:54,Air Cargo,Delivered
PROD-97966,Tokyo Logistics Co,Tokyo Port,Chennai Port,640,1/21/2026 11:37,2/1/2026 11:37,2/7/2026 11:37,Air Cargo,Delayed
PROD-176827,Kyoto Tech Components,Yokohama Port,Chennai Port,180,12/11/2025 15:08,12/26/2025 15:08,1/3/2026 15:08,Sea Freight,Delayed
PROD-608851,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,4412,1/13/2026 5:21,1/24/2026 5:21,1/24/2026 5:21,Express Road,Delivered
PROD-690731,Osaka Freight Corp,Osaka Port,Chennai Port,911,8/6/2025 9:19,8/15/2025 9:19,8/14/2025 9:19,Sea Freight,Delivered
PROD-945816,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,2222,1/25/2026 3:44,2/1/2026 3:44,1/31/2026 3:44,Sea Freight,Delivered
PROD-883456,Kyoto Tech Components,Nagoya Airport,Chennai Port,533,1/18/2026 2:12,2/2/2026 2:12,2/2/2026 2:12,Express Road,Delivered
PROD-43195,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,3695,5/14/2026 12:38,5/29/2026 12:38,5/27/2026 12:38,Air Cargo,Delivered
PROD-29751,Kyoto Tech Components,Osaka Port,Bengaluru Hub,2603,4/8/2026 11:31,4/20/2026 11:31,4/19/2026 11:31,Air Cargo,Delivered
PROD-994623,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,4812,7/10/2025 17:40,7/20/2025 17:40,7/18/2025 17:40,Sea Freight,Delivered
PROD-604788,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,4029,1/31/2026 8:31,2/6/2026 8:31,2/4/2026 8:31,Air Cargo,Delivered
PROD-221048,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,1657,9/15/2025 17:36,9/28/2025 17:36,9/26/2025 17:36,Express Road,Delivered
PROD-436822,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,3775,3/18/2026 4:40,3/23/2026 4:40,3/21/2026 4:40,Sea Freight,Delivered
PROD-31757,Kyoto Tech Components,Tokyo Port,Chennai Port,1192,1/22/2026 19:53,2/6/2026 19:53,2/4/2026 19:53,Express Road,Delivered
PROD-657629,Kyoto Tech Components,Osaka Port,Bengaluru Hub,2868,12/9/2025 23:23,12/19/2025 23:23,12/18/2025 23:23,Express Road,Delivered
PROD-673088,Nagoya Auto Parts,Osaka Port,Chennai Port,1845,12/27/2025 8:06,1/4/2026 8:06,1/4/2026 8:06,Sea Freight,Delivered
PROD-506404,Tokyo Logistics Co,Nagoya Airport,Chennai Port,571,5/26/2026 11:28,6/10/2026 11:28,6/10/2026 11:28,Air Cargo,Delivered
PROD-846567,Tokyo Logistics Co,Tokyo Port,Chennai Port,1625,9/8/2025 12:14,9/13/2025 12:14,9/12/2025 12:14,Air Cargo,Delivered
PROD-311882,Tokyo Logistics Co,Yokohama Port,Chennai Port,1114,2/16/2026 6:10,2/26/2026 6:10,3/7/2026 6:10,Air Cargo,Delayed
PROD-722063,Nagoya Auto Parts,Osaka Port,Chennai Port,3085,11/23/2025 17:21,11/28/2025 17:21,12/5/2025 17:21,Air Cargo,Delayed
PROD-460959,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,1245,7/2/2025 22:53,7/9/2025 22:53,7/8/2025 22:53,Air Cargo,Delivered
PROD-487002,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,3332,11/9/2025 20:56,11/20/2025 20:56,11/26/2025 20:56,Air Cargo,Delayed
PROD-636129,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,3549,8/24/2025 14:07,9/3/2025 14:07,9/3/2025 14:07,Air Cargo,Delivered
PROD-903332,Osaka Freight Corp,Nagoya Airport,Chennai Port,1176,8/2/2025 13:04,8/15/2025 13:04,8/13/2025 13:04,Sea Freight,Delivered
PROD-769864,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2902,2/28/2026 10:41,3/6/2026 10:41,3/6/2026 10:41,Air Cargo,Delivered
PROD-362147,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,3613,6/6/2026 22:28,6/20/2026 22:28,6/19/2026 22:28,Sea Freight,Delivered
PROD-137118,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,3615,6/2/2026 7:35,6/16/2026 7:35,6/21/2026 7:35,Sea Freight,Delayed
PROD-539995,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,1979,3/15/2026 21:30,3/27/2026 21:30,3/27/2026 21:30,Sea Freight,Delivered
PROD-334617,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1735,1/2/2026 5:00,1/9/2026 5:00,1/8/2026 5:00,Sea Freight,Delivered
PROD-128473,Kyoto Tech Components,Yokohama Port,Chennai Port,3590,9/7/2025 8:43,9/12/2025 8:43,9/10/2025 8:43,Air Cargo,Delivered
PROD-259961,Tokyo Logistics Co,Osaka Port,Chennai Port,2398,9/16/2025 18:17,9/21/2025 18:17,9/19/2025 18:17,Air Cargo,Delivered
PROD-53063,Tokyo Logistics Co,Tokyo Port,Chennai Port,1836,8/1/2025 12:36,8/12/2025 12:36,8/12/2025 12:36,Air Cargo,Delivered
PROD-402810,Kyoto Tech Components,Osaka Port,Chennai Port,3078,9/25/2025 1:37,10/7/2025 1:37,10/5/2025 1:37,Air Cargo,Delivered
PROD-438446,Kyoto Tech Components,Osaka Port,Chennai Port,3060,4/22/2026 16:45,5/1/2026 16:45,5/4/2026 16:45,Express Road,Delayed
PROD-907340,Osaka Freight Corp,Yokohama Port,Chennai Port,814,9/9/2025 17:58,9/23/2025 17:58,9/22/2025 17:58,Sea Freight,Delivered
PROD-852993,Kyoto Tech Components,Yokohama Port,Chennai Port,908,5/6/2026 15:08,5/13/2026 15:08,5/11/2026 15:08,Sea Freight,Delivered
PROD-605748,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,1147,10/8/2025 15:55,10/21/2025 15:55,10/20/2025 15:55,Sea Freight,Delivered
PROD-199055,Osaka Freight Corp,Osaka Port,Chennai Port,1061,3/1/2026 10:56,3/12/2026 10:56,3/11/2026 10:56,Air Cargo,Delivered
PROD-522469,Tokyo Logistics Co,Yokohama Port,Chennai Port,1156,3/16/2026 19:02,3/22/2026 19:02,3/20/2026 19:02,Air Cargo,Delivered
PROD-489491,Kyoto Tech Components,Nagoya Airport,Chennai Port,4461,6/9/2026 20:07,6/14/2026 20:07,6/14/2026 20:07,Express Road,Delivered
PROD-323528,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1795,12/10/2025 5:42,12/16/2025 5:42,12/25/2025 5:42,Sea Freight,Delayed
PROD-94423,Tokyo Logistics Co,Nagoya Airport,Chennai Port,2585,12/9/2025 17:31,12/14/2025 17:31,12/20/2025 17:31,Sea Freight,Delayed
PROD-529996,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,2490,5/22/2026 7:23,5/31/2026 7:23,5/29/2026 7:23,Sea Freight,Delivered
PROD-252422,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,1820,11/25/2025 1:40,12/10/2025 1:40,12/17/2025 1:40,Express Road,Delayed
PROD-370037,Osaka Freight Corp,Osaka Port,Bengaluru Hub,4599,8/28/2025 15:36,9/3/2025 15:36,9/11/2025 15:36,Air Cargo,Delayed
PROD-295023,Tokyo Logistics Co,Tokyo Port,Chennai Port,1896,6/28/2025 20:13,7/5/2025 20:13,7/3/2025 20:13,Express Road,Delivered
PROD-925199,Tokyo Logistics Co,Nagoya Airport,Chennai Port,4612,12/8/2025 19:49,12/17/2025 19:49,12/20/2025 19:49,Sea Freight,Delayed
PROD-705188,Nagoya Auto Parts,Yokohama Port,Chennai Port,1998,4/14/2026 21:55,4/26/2026 21:55,4/25/2026 21:55,Express Road,Delivered
PROD-562761,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1542,11/29/2025 22:45,12/10/2025 22:45,12/9/2025 22:45,Sea Freight,Delivered
PROD-112718,Osaka Freight Corp,Tokyo Port,Chennai Port,1434,6/14/2025 1:23,6/28/2025 1:23,6/26/2025 1:23,Sea Freight,Delivered
PROD-925321,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,3827,11/15/2025 11:06,11/26/2025 11:06,11/26/2025 11:06,Express Road,Delivered
PROD-383545,Tokyo Logistics Co,Tokyo Port,Chennai Port,3245,9/15/2025 16:00,9/26/2025 16:00,10/1/2025 16:00,Sea Freight,Delayed
PROD-383713,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,2292,3/17/2026 1:29,3/23/2026 1:29,3/21/2026 1:29,Sea Freight,Delivered
PROD-53642,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,1757,6/27/2025 14:17,7/12/2025 14:17,7/12/2025 14:17,Sea Freight,Delivered
PROD-204110,Osaka Freight Corp,Osaka Port,Chennai Port,1365,1/5/2026 8:39,1/17/2026 8:39,1/16/2026 8:39,Sea Freight,Delivered
PROD-302620,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,942,10/21/2025 11:29,10/26/2025 11:29,10/25/2025 11:29,Express Road,Delivered
PROD-528750,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,3599,7/7/2025 22:15,7/16/2025 22:15,7/25/2025 22:15,Air Cargo,Delayed
PROD-576566,Nagoya Auto Parts,Tokyo Port,Chennai Port,1489,11/22/2025 13:24,11/29/2025 13:24,11/28/2025 13:24,Sea Freight,Delivered
PROD-653516,Osaka Freight Corp,Tokyo Port,Chennai Port,794,9/21/2025 5:39,9/29/2025 5:39,10/6/2025 5:39,Sea Freight,Delayed
PROD-124582,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,2570,2/14/2026 13:54,2/28/2026 13:54,3/9/2026 13:54,Express Road,Delayed
PROD-101377,Nagoya Auto Parts,Osaka Port,Chennai Port,725,7/28/2025 1:32,8/6/2025 1:32,8/6/2025 1:32,Sea Freight,Delivered
PROD-833510,Nagoya Auto Parts,Nagoya Airport,Chennai Port,651,11/1/2025 22:34,11/8/2025 22:34,11/8/2025 22:34,Sea Freight,Delivered
PROD-584929,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,1589,6/6/2026 11:38,6/20/2026 11:38,6/18/2026 11:38,Air Cargo,Delivered
PROD-791638,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,2114,5/20/2026 0:18,5/30/2026 0:18,5/29/2026 0:18,Air Cargo,Delivered
PROD-631728,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,4859,8/2/2025 18:18,8/13/2025 18:18,8/11/2025 18:18,Express Road,Delivered
PROD-524369,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,3063,12/14/2025 0:32,12/25/2025 0:32,12/23/2025 0:32,Sea Freight,Delivered
PROD-40804,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,588,6/25/2025 18:34,7/3/2025 18:34,7/3/2025 18:34,Air Cargo,Delivered
PROD-349218,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1826,7/31/2025 2:55,8/10/2025 2:55,8/10/2025 2:55,Sea Freight,Delivered
PROD-544559,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,3579,3/31/2026 17:04,4/5/2026 17:04,4/5/2026 17:04,Air Cargo,Delivered
PROD-635710,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,1303,11/24/2025 23:33,11/29/2025 23:33,11/27/2025 23:33,Air Cargo,Delivered
PROD-146570,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,3948,5/3/2026 6:40,5/10/2026 6:40,NaT,Express Road,In-Transit
PROD-642848,Nagoya Auto Parts,Nagoya Airport,Chennai Port,3737,10/8/2025 20:34,10/15/2025 20:34,10/13/2025 20:34,Express Road,Delivered
PROD-412042,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,189,10/5/2025 9:51,10/10/2025 9:51,10/10/2025 9:51,Air Cargo,Delivered
PROD-775232,Osaka Freight Corp,Osaka Port,Bengaluru Hub,3570,6/7/2026 21:12,6/18/2026 21:12,6/17/2026 21:12,Sea Freight,Delivered
PROD-622565,Kyoto Tech Components,Yokohama Port,Chennai Port,558,4/14/2026 19:44,4/23/2026 19:44,4/21/2026 19:44,Sea Freight,Delivered
PROD-868524,Nagoya Auto Parts,Nagoya Airport,Chennai Port,3418,10/11/2025 22:16,10/22/2025 22:16,10/26/2025 22:16,Air Cargo,Delayed
PROD-513641,Kyoto Tech Components,Osaka Port,Bengaluru Hub,955,12/14/2025 5:44,12/21/2025 5:44,12/29/2025 5:44,Sea Freight,Delayed
PROD-314353,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,635,2/24/2026 22:20,3/6/2026 22:20,NaT,Sea Freight,In-Transit
PROD-17445,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,2305,12/1/2025 12:29,12/15/2025 12:29,12/22/2025 12:29,Sea Freight,Delayed
PROD-706537,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,2677,10/23/2025 14:38,11/6/2025 14:38,11/4/2025 14:38,Sea Freight,Delivered
PROD-436774,Nagoya Auto Parts,Yokohama Port,Chennai Port,3300,7/21/2025 2:28,7/30/2025 2:28,8/7/2025 2:28,Express Road,Delayed
PROD-835457,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,4213,1/10/2026 6:17,1/20/2026 6:17,1/18/2026 6:17,Sea Freight,Delivered
PROD-914462,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,1341,5/5/2026 8:04,5/10/2026 8:04,5/9/2026 8:04,Express Road,Delivered
PROD-27941,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,1419,2/17/2026 8:55,3/1/2026 8:55,3/5/2026 8:55,Express Road,Delayed
PROD-278428,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,2877,1/15/2026 2:04,1/28/2026 2:04,1/26/2026 2:04,Air Cargo,Delivered
PROD-820934,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,714,5/30/2026 6:48,6/9/2026 6:48,NaT,Sea Freight,In-Transit
PROD-606574,Tokyo Logistics Co,Yokohama Port,Chennai Port,4582,6/1/2026 2:31,6/15/2026 2:31,6/14/2026 2:31,Sea Freight,Delivered
PROD-756442,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,2394,1/8/2026 1:06,1/20/2026 1:06,1/28/2026 1:06,Express Road,Delayed
PROD-503787,Nagoya Auto Parts,Osaka Port,Chennai Port,2197,6/29/2025 19:52,7/9/2025 19:52,7/9/2025 19:52,Air Cargo,Delivered
PROD-659580,Nagoya Auto Parts,Tokyo Port,Chennai Port,2448,8/12/2025 8:22,8/27/2025 8:22,8/27/2025 8:22,Air Cargo,Delivered
PROD-812233,Osaka Freight Corp,Osaka Port,Chennai Port,783,3/1/2026 11:25,3/12/2026 11:25,3/10/2026 11:25,Express Road,Delivered
PROD-154954,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,4694,4/14/2026 7:10,4/25/2026 7:10,4/24/2026 7:10,Sea Freight,Delivered
PROD-253961,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,3280,4/7/2026 4:11,4/14/2026 4:11,4/13/2026 4:11,Air Cargo,Delivered
PROD-994265,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,1576,6/22/2025 14:26,7/7/2025 14:26,7/17/2025 14:26,Express Road,Delayed
PROD-200051,Kyoto Tech Components,Nagoya Airport,Chennai Port,628,2/21/2026 22:18,2/27/2026 22:18,2/26/2026 22:18,Air Cargo,Delivered
PROD-328930,Nagoya Auto Parts,Tokyo Port,Chennai Port,3823,6/17/2025 23:42,6/27/2025 23:42,6/26/2025 23:42,Sea Freight,Delivered
PROD-433020,Kyoto Tech Components,Osaka Port,Bengaluru Hub,3215,11/11/2025 0:37,11/24/2025 0:37,12/4/2025 0:37,Sea Freight,Delayed
PROD-430311,Kyoto Tech Components,Tokyo Port,Chennai Port,2310,2/18/2026 6:27,2/28/2026 6:27,2/27/2026 6:27,Air Cargo,Delivered
PROD-641181,Nagoya Auto Parts,Tokyo Port,Chennai Port,3798,12/11/2025 8:31,12/26/2025 8:31,12/31/2025 8:31,Air Cargo,Delayed
PROD-915215,Tokyo Logistics Co,Tokyo Port,Chennai Port,2901,5/13/2026 6:46,5/26/2026 6:46,5/25/2026 6:46,Air Cargo,Delivered
PROD-762736,Kyoto Tech Components,Nagoya Airport,Chennai Port,4772,4/16/2026 22:22,4/23/2026 22:22,5/2/2026 22:22,Air Cargo,Delayed
PROD-144789,Kyoto Tech Components,Osaka Port,Chennai Port,216,7/3/2025 19:38,7/8/2025 19:38,7/6/2025 19:38,Sea Freight,Delivered
PROD-588132,Tokyo Logistics Co,Nagoya Airport,Chennai Port,4365,12/17/2025 12:21,12/29/2025 12:21,12/28/2025 12:21,Express Road,Delivered
PROD-694395,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,1637,10/7/2025 19:00,10/12/2025 19:00,10/12/2025 19:00,Air Cargo,Delivered
PROD-395129,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,4825,12/2/2025 18:59,12/15/2025 18:59,12/13/2025 18:59,Sea Freight,Delivered
PROD-181594,Osaka Freight Corp,Tokyo Port,Chennai Port,3835,10/3/2025 15:58,10/13/2025 15:58,10/13/2025 15:58,Air Cargo,Delivered
PROD-559024,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,3858,11/25/2025 23:00,12/6/2025 23:00,12/4/2025 23:00,Air Cargo,Delivered
PROD-371496,Nagoya Auto Parts,Osaka Port,Chennai Port,2420,10/14/2025 2:27,10/24/2025 2:27,10/29/2025 2:27,Express Road,Delayed
PROD-909801,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,3469,2/12/2026 22:12,2/26/2026 22:12,2/26/2026 22:12,Sea Freight,Delivered
PROD-674558,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,2474,3/1/2026 9:09,3/13/2026 9:09,3/11/2026 9:09,Air Cargo,Delivered
PROD-277203,Tokyo Logistics Co,Yokohama Port,Chennai Port,1119,3/31/2026 14:19,4/8/2026 14:19,4/7/2026 14:19,Air Cargo,Delivered
PROD-201603,Nagoya Auto Parts,Tokyo Port,Chennai Port,1934,1/19/2026 21:29,1/31/2026 21:29,1/29/2026 21:29,Express Road,Delivered
PROD-292559,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,3496,5/26/2026 17:29,6/4/2026 17:29,6/2/2026 17:29,Sea Freight,Delivered
PROD-235790,Osaka Freight Corp,Osaka Port,Bengaluru Hub,4787,12/31/2025 21:45,1/5/2026 21:45,1/13/2026 21:45,Air Cargo,Delayed
PROD-312071,Nagoya Auto Parts,Tokyo Port,Chennai Port,1155,5/20/2026 22:32,5/28/2026 22:32,5/27/2026 22:32,Express Road,Delivered
PROD-739142,Osaka Freight Corp,Yokohama Port,Chennai Port,1992,3/19/2026 17:37,3/30/2026 17:37,3/30/2026 17:37,Sea Freight,Delivered
PROD-739233,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,2741,8/25/2025 18:38,9/1/2025 18:38,8/30/2025 18:38,Sea Freight,Delivered
PROD-503110,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,4784,12/6/2025 16:11,12/12/2025 16:11,NaT,Air Cargo,In-Transit
PROD-979055,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,1916,10/16/2025 11:13,10/21/2025 11:13,10/21/2025 11:13,Air Cargo,Delivered
PROD-756719,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,2352,5/18/2026 9:10,5/26/2026 9:10,5/26/2026 9:10,Sea Freight,Delivered
PROD-127794,Tokyo Logistics Co,Tokyo Port,Chennai Port,4981,9/18/2025 22:45,9/25/2025 22:45,9/23/2025 22:45,Sea Freight,Delivered
PROD-569576,Tokyo Logistics Co,Tokyo Port,Chennai Port,3060,1/6/2026 12:39,1/12/2026 12:39,1/19/2026 12:39,Sea Freight,Delayed
PROD-413697,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,3539,10/27/2025 18:00,11/7/2025 18:00,11/10/2025 18:00,Air Cargo,Delayed
PROD-810616,Kyoto Tech Components,Osaka Port,Bengaluru Hub,1563,4/5/2026 23:24,4/15/2026 23:24,4/14/2026 23:24,Express Road,Delivered
PROD-304561,Osaka Freight Corp,Osaka Port,Chennai Port,4576,3/31/2026 22:46,4/14/2026 22:46,4/14/2026 22:46,Sea Freight,Delivered
PROD-748831,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,4343,6/26/2025 10:26,7/3/2025 10:26,7/2/2025 10:26,Express Road,Delivered
PROD-968894,Kyoto Tech Components,Tokyo Port,Chennai Port,1235,7/9/2025 22:27,7/16/2025 22:27,7/15/2025 22:27,Sea Freight,Delivered
PROD-268900,Nagoya Auto Parts,Yokohama Port,Bengaluru Hub,2955,11/19/2025 15:27,11/25/2025 15:27,11/25/2025 15:27,Express Road,Delivered
PROD-224381,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1681,3/11/2026 0:41,3/24/2026 0:41,3/23/2026 0:41,Air Cargo,Delivered
PROD-564739,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,1786,8/23/2025 20:58,8/30/2025 20:58,9/6/2025 20:58,Express Road,Delayed
